Unnamed: 0,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,language,sentiment,standardizedReview,mentionedFeature,mentionedSynonyms
8,923bc0f3-0038-4aa5-b3f5-fdc88787ee36,Andres Lomonaco,https://play-lh.googleusercontent.com/a-/ACB-R5T3UQDv8gPOBz20caHiMWknXbpUR3j0XxUxqTY_,"Realice el track de Python y no fue muy bueno pero por lo menos funcionaba. Luego me uní al de PowerBI y no carga la plataforma. Luego de múltiples emails, envíos de capturas de pantalla, cambios de seteo de sistemas, aun no funciona y no tengo una respuesta adecuada. Deja mucho que desear el departamento de soporte. No lo recomiendo.",1,0,75.0.0,2023-04-08 09:37:19,"Hey Andres,

Thank you for reaching out to DataCamp Support! My name is Kay, and I would be happy to help out.

May I ask for more information about your feedback?

Stay safe!",2023-04-09 00:26:49,75.0.0,es,NEG,realice el track de python fue muy bueno pero por lo menos funcionaba luego uni al de powerbi carga la plataforma luego de multiples emails envios de capturas de pantalla cambios de seteo de sistemas aun funciona tengo una respuesta adecuada deja mucho que desear el departamento de soporte lo recomiendo,"points system, virtual economy","sistema, sistema"
101,d48edd1e-668e-4940-a6db-d2da9226555f,Maico Bernal,https://play-lh.googleusercontent.com/a-/ACB-R5QuM8ApuuT-zEYoINtQBuP7ODEsg4CuRi6oPjxKQNU,Es una gran plataforma para aprender los lenguajes de programación más utilizados para Data Science. Hice los tracks de Python y SQL por ahora y estoy muy contento. Las actividades prácticas diarias para repasar contenido y la posibilidad de trabajar en bases de datos es un complemento muy útil para practicar. Los felicito por el contenido y lo súper recomiendo,5,9,56.0.0,2022-07-18 22:41:48,,,56.0.0,es,POS,es una gran plataforma para aprender los lenguajes de programacion mas utilizados para data science hice los tracks de python sql por ahora estoy muy contento las actividades practicas diarias para repasar contenido la posibilidad de trabajar en bases de datos es un complemento muy util para practicar los felicito por el contenido lo super recomiendo,daily streaks,dia
317,35637ac9-b501-49aa-b1a7-8103150bcb81,Willian Berrocal Alvarado,https://play-lh.googleusercontent.com/a-/ACB-R5TlhCIBMwkJzE0SP8tgXHhiXH66Vk_KfV9EEl7-5Q,"Datacamp es una de las mejores opciones para aprender, personalmente le agarré bastante el gusto y la uso en mis ratos libres para aprender más de Python a mi propio ritmo :3",5,10,30.2.2,2021-01-11 22:03:30,,,30.2.2,es,POS,datacamp es una de las mejores opciones para aprender personalmente le agarre bastante el gusto la uso en mis ratos libres para aprender mas de python mi propio ritmo 3,"avatar, status quo sloth","person, person"
371,92ac3cc3-ea8a-432e-8cff-5b2a558b7075,Alexis Chechelev,https://play-lh.googleusercontent.com/a-/ACB-R5RHc3l7-tmr32pZNXZc1JVPgTdM4fyXHdbQYdpM5A,Muy buena App para practicar programacion en python entre otras opciones que ayudan muchisimo en diferentes areas de la informatica,5,0,28.0.0,2020-09-03 10:04:55,,,28.0.0,es,POS,muy buena app para practicar programacion en python entre otras opciones que ayudan muchisimo en diferentes areas de la informatica,visual grave,area
495,d056b9c6-48bd-453c-8407-a645d2662c61,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Excelente, tres días y ya siento que he aprendido python de manera útil",5,0,19.2.1,2020-01-07 11:15:29,,,19.2.1,es,POS,excelente tres dias ya siento que aprendido python de manera util,daily streaks,dia
513,58c871ac-a14f-4602-80bc-3ef9cde8c004,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Utilizo esta aplicación para complementar con otro cursillo de Python y resulta muy útil para momentos en el transporte público ° para practicar cinco minutos al día.,5,5,19.1.0,2019-12-09 19:43:36,,,19.1.0,es,POS,utilizo esta aplicacion para complementar con otro cursillo de python resulta muy util para momentos en el transporte publico para practicar cinco minutos al dia,daily streaks,dia
707,c711a993-ed5b-4e87-87fd-02be85fb1d1c,Un usuario de Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Excelente aplicación que te permite mantener frescos los conocimientos practicando Python, R y Sql diariamente con excelentes ejercicios. No le doy 5 stars debido a que no tiene las opciones de paga en la app, y yo tengo una suscripción.",4,1,,2019-02-14 14:51:54,,,,es,POS,excelente aplicacion que te permite mantener frescos los conocimientos practicando python r sql diariamente con excelentes ejercicios le doy 5 stars debido que tiene las opciones de paga en la app yo tengo una suscripcion,daily streaks,dia
